X	Filt_0	Filt_1	Filt_2	Filt_3	Filt_4	Filt_5	Filt_6	Filt_7	Filt_8	Filt_9	Filt_10	Filt_11	Filt_12	Filt_13	Filt_14	Filt_15	Filt_16	Filt_17	Filt_18	Filt_19	Filt_20	Filt_21	Filt_22	Filt_23	Filt_24	Filt_25	Filt_26	Filt_27	Filt_28	Filt_29	Filt_30	Filt_31	Filt_32	Filt_33	Filt_34	Filt_35	Filt_36	Filt_37	Filt_38	Filt_39	Filt_40	Filt_41	Filt_42	Filt_43	Filt_44	Filt_45	Filt_46	Filt_47	Filt_48	Filt_49
186.0000	-0.337770	-0.404192	-0.469172	-0.294553	-0.344493	-0.333483	-0.408937	-0.387939	-0.299024	-0.283906	-0.297919	-0.274221	-0.294590	-0.270746	-0.273784	-0.346429	-0.475181	-0.353134	-0.360503	-0.340627	-0.288451	-0.272847	-0.379044	-0.340851	-0.314581	-0.262547	-0.326003	-0.343908	-0.458296	-0.245281	-0.281217	-0.313905	-0.287596	-0.375305	-0.325521	-0.415440	-0.260642	-0.321808	-0.368749	-0.266247	-0.497878	-0.395835	-0.400465	-0.397528	-0.357695	-0.341117	-0.329931	-0.291572	-0.328046	-0.366355
187.0000	-0.355525	-0.414663	-0.455876	-0.320926	-0.336038	-0.330527	-0.411707	-0.381070	-0.300466	-0.275888	-0.306333	-0.267216	-0.313119	-0.262634	-0.291349	-0.358275	-0.470395	-0.353384	-0.312495	-0.346017	-0.274924	-0.267671	-0.356994	-0.327813	-0.315497	-0.281207	-0.303138	-0.344741	-0.445183	-0.272001	-0.256014	-0.314137	-0.289964	-0.357575	-0.310306	-0.391793	-0.259477	-0.311706	-0.377484	-0.280022	-0.495861	-0.388847	-0.402977	-0.417466	-0.353194	-0.342785	-0.327115	-0.295914	-0.357714	-0.398822
188.0000	-0.371183	-0.416796	-0.423236	-0.351828	-0.326195	-0.325722	-0.408481	-0.374558	-0.311745	-0.272419	-0.319913	-0.286156	-0.326888	-0.264121	-0.318877	-0.366104	-0.447606	-0.351567	-0.264946	-0.356262	-0.266850	-0.270509	-0.337683	-0.309705	-0.320487	-0.296797	-0.292038	-0.344290	-0.424668	-0.304822	-0.237134	-0.328689	-0.297756	-0.340600	-0.303392	-0.359049	-0.262976	-0.305304	-0.374251	-0.289717	-0.471680	-0.383359	-0.404925	-0.428911	-0.340685	-0.353712	-0.315481	-0.308097	-0.380833	-0.409517
189.0000	-0.378970	-0.410100	-0.381698	-0.382109	-0.313472	-0.320227	-0.401307	-0.372126	-0.326369	-0.272055	-0.333244	-0.321582	-0.334781	-0.276952	-0.349958	-0.366033	-0.411635	-0.351154	-0.228068	-0.369623	-0.268155	-0.278546	-0.325311	-0.292240	-0.328485	-0.306179	-0.297626	-0.339833	-0.397244	-0.331461	-0.228531	-0.351739	-0.308330	-0.324271	-0.306954	-0.327436	-0.264486	-0.301821	-0.362427	-0.294218	-0.434679	-0.376276	-0.403059	-0.430278	-0.325236	-0.374223	-0.295337	-0.322781	-0.390615	-0.397938
190.0000	-0.375741	-0.394783	-0.345530	-0.406309	-0.300772	-0.316892	-0.392744	-0.372465	-0.340921	-0.275055	-0.342097	-0.359156	-0.337299	-0.300060	-0.376075	-0.357876	-0.369904	-0.351868	-0.212393	-0.380773	-0.279990	-0.287785	-0.320222	-0.284213	-0.335137	-0.308654	-0.313492	-0.329147	-0.368006	-0.343577	-0.234228	-0.375332	-0.317803	-0.310343	-0.314464	-0.305402	-0.260558	-0.300929	-0.347886	-0.294041	-0.397015	-0.365594	-0.395498	-0.419670	-0.312420	-0.399116	-0.270957	-0.334106	-0.386697	-0.372081
191.0000	-0.362324	-0.372442	-0.322664	-0.421211	-0.292849	-0.318274	-0.382462	-0.369664	-0.353064	-0.282408	-0.345109	-0.387176	-0.334074	-0.330526	-0.392050	-0.344163	-0.330014	-0.352068	-0.223174	-0.385372	-0.300508	-0.294817	-0.320028	-0.291687	-0.335371	-0.305350	-0.327354	-0.312937	-0.344215	-0.338261	-0.256429	-0.394365	-0.323009	-0.303261	-0.317789	-0.298128	-0.253266	-0.303049	-0.336322	-0.291083	-0.367130	-0.352683	-0.383007	-0.397316	-0.307196	-0.419563	-0.248892	-0.337265	-0.375282	-0.343146
192.0000	-0.343544	-0.345973	-0.312132	-0.425446	-0.292402	-0.324834	-0.368757	-0.357348	-0.362158	-0.293713	-0.343407	-0.400098	-0.325064	-0.363208	-0.398418	-0.328041	-0.296633	-0.351198	-0.256316	-0.383307	-0.326235	-0.297526	-0.321228	-0.314560	-0.326451	-0.298687	-0.331119	-0.296291	-0.330249	-0.317254	-0.292969	-0.408437	-0.322473	-0.309282	-0.312010	-0.307300	-0.247481	-0.309502	-0.330542	-0.288397	-0.346897	-0.342914	-0.368304	-0.367672	-0.310348	-0.428716	-0.234393	-0.331497	-0.363133	-0.317963
193.0000	-0.325824	-0.318576	-0.309036	-0.419273	-0.298986	-0.337137	-0.350331	-0.332918	-0.367495	-0.305464	-0.339941	-0.399024	-0.313181	-0.392245	-0.399079	-0.311139	-0.270128	-0.349607	-0.299007	-0.376794	-0.353703	-0.295026	-0.320643	-0.345778	-0.310473	-0.291707	-0.325943	-0.287130	-0.326267	-0.286387	-0.335173	-0.419386	-0.316222	-0.333196	-0.295798	-0.330683	-0.247980	-0.322041	-0.329287	-0.288578	-0.333882	-0.342040	-0.354361	-0.337158	-0.316305	-0.426111	-0.229841	-0.322436	-0.353622	-0.295364
194.0000	-0.313354	-0.293609	-0.308791	-0.405118	-0.309824	-0.356700	-0.327719	-0.299543	-0.365211	-0.313133	-0.338646	-0.388688	-0.302556	-0.414003	-0.398099	-0.293550	-0.248247	-0.347511	-0.336276	-0.367546	-0.379234	-0.287999	-0.316493	-0.374814	-0.294740	-0.287214	-0.319129	-0.291460	-0.329884	-0.254094	-0.370321	-0.426505	-0.305807	-0.373949	-0.271448	-0.361754	-0.258874	-0.341592	-0.328178	-0.292432	-0.324538	-0.350386	-0.342408	-0.311824	-0.316776	-0.415355	-0.235370	-0.318620	-0.347100	-0.272106
195.0000	-0.306470	-0.275474	-0.308449	-0.386820	-0.321199	-0.381916	-0.306335	-0.264319	-0.351729	-0.314953	-0.342936	-0.374663	-0.295207	-0.427909	-0.397919	-0.276405	-0.228561	-0.344860	-0.359395	-0.356203	-0.398676	-0.279530	-0.309164	-0.394241	-0.287697	-0.287478	-0.317810	-0.308933	-0.336942	-0.227920	-0.388030	-0.423286	-0.294511	-0.422020	-0.245015	-0.391381	-0.281416	-0.365988	-0.322514	-0.298944	-0.315607	-0.362153	-0.330772	-0.296756	-0.306829	-0.399678	-0.249635	-0.324219	-0.342233	-0.249846
196.0000	-0.302818	-0.269195	-0.307263	-0.368437	-0.330393	-0.406863	-0.293824	-0.233957	-0.329157	-0.312221	-0.353512	-0.362442	-0.290836	-0.434911	-0.398167	-0.262905	-0.210357	-0.341394	-0.367996	-0.343105	-0.409141	-0.273135	-0.301673	-0.402749	-0.292597	-0.294073	-0.324601	-0.332411	-0.341423	-0.211221	-0.384505	-0.401868	-0.286491	-0.462795	-0.224277	-0.411842	-0.310836	-0.388206	-0.310571	-0.306517	-0.304240	-0.370219	-0.316525	-0.294469	-0.288076	-0.382410	-0.270702	-0.335570	-0.337333	-0.232299
197.0000	-0.298990	-0.278066	-0.306415	-0.353429	-0.336812	-0.426512	-0.292566	-0.213001	-0.304265	-0.307313	-0.367175	-0.356571	-0.288514	-0.436067	-0.394860	-0.255662	-0.196287	-0.336113	-0.365856	-0.328683	-0.409740	-0.269235	-0.298726	-0.402991	-0.305986	-0.306618	-0.336461	-0.352255	-0.337129	-0.203508	-0.363219	-0.362857	-0.284891	-0.484131	-0.215085	-0.419657	-0.337916	-0.398732	-0.294515	-0.314718	-0.288615	-0.369591	-0.298405	-0.302635	-0.267903	-0.368254	-0.295834	-0.345443	-0.332093	-0.219620
198.0000	-0.291922	-0.301024	-0.307415	-0.343716	-0.340775	-0.439574	-0.299593	-0.205291	-0.283380	-0.302655	-0.378663	-0.358926	-0.287814	-0.432346	-0.381746	-0.255569	-0.191718	-0.327123	-0.356950	-0.313151	-0.400203	-0.266758	-0.303445	-0.398421	-0.321488	-0.321643	-0.347031	-0.361833	-0.321316	-0.203974	-0.333273	-0.317823	-0.290412	-0.480261	-0.219602	-0.414879	-0.354856	-0.391595	-0.278923	-0.324814	-0.269800	-0.357684	-0.277662	-0.314630	-0.255119	-0.361257	-0.320063	-0.349179	-0.328100	-0.208916
199.0000	-0.280336	-0.331311	-0.310768	-0.339122	-0.341182	-0.445697	-0.310835	-0.214614	-0.269443	-0.300182	-0.383842	-0.367826	-0.289088	-0.424886	-0.354079	-0.263722	-0.201218	-0.312682	-0.344590	-0.296586	-0.380592	-0.266594	-0.314579	-0.391338	-0.332270	-0.334229	-0.351447	-0.359685	-0.296370	-0.213101	-0.304823	-0.281033	-0.301191	-0.451324	-0.236640	-0.398619	-0.359058	-0.368107	-0.269439	-0.338530	-0.253265	-0.334315	-0.256864	-0.322855	-0.254184	-0.363119	-0.336876	-0.345774	-0.327163	-0.197645
200.0000	-0.265569	-0.359214	-0.315618	-0.337643	-0.334683	-0.443128	-0.321349	-0.242936	-0.262033	-0.300182	-0.381069	-0.379471	-0.292860	-0.415061	-0.313275	-0.279557	-0.225182	-0.293062	-0.331281	-0.279665	-0.351643	-0.269421	-0.327523	-0.381887	-0.331249	-0.341098	-0.349237	-0.348509	-0.267990	-0.230938	-0.284233	-0.260980	-0.314045	-0.402706	-0.261569	-0.371774	-0.351979	-0.335453	-0.271610	-0.355543	-0.247128	-0.302575	-0.238474	-0.321577	-0.262756	-0.373324	-0.341020	-0.336104	-0.329778	-0.186344
201.0000	-0.250782	-0.378285	-0.319697	-0.336294	-0.316454	-0.428972	-0.326822	-0.287003	-0.258076	-0.300207	-0.371074	-0.389948	-0.298519	-0.404693	-0.269617	-0.297613	-0.258602	-0.272176	-0.317098	-0.264179	-0.314057	-0.272074	-0.336491	-0.368082	-0.313320	-0.341869	-0.343239	-0.333554	-0.243120	-0.256270	-0.273180	-0.258751	-0.326227	-0.343498	-0.286444	-0.335690	-0.336416	-0.303010	-0.288951	-0.371360	-0.257463	-0.269448	-0.224387	-0.308350	-0.274769	-0.389268	-0.330389	-0.322551	-0.335261	-0.179905
202.0000	-0.238822	-0.388031	-0.320100	-0.332057	-0.282406	-0.400343	-0.326732	-0.335825	-0.253099	-0.295920	-0.356391	-0.396070	-0.303359	-0.395517	-0.238296	-0.310845	-0.293166	-0.256425	-0.300249	-0.252491	-0.269865	-0.268865	-0.336292	-0.347757	-0.278854	-0.338483	-0.337059	-0.320452	-0.227881	-0.286564	-0.270796	-0.270235	-0.335978	-0.283924	-0.302807	-0.293469	-0.315200	-0.278864	-0.320356	-0.378551	-0.284251	-0.243672	-0.216302	-0.285294	-0.285518	-0.406324	-0.306470	-0.309332	-0.342365	-0.185868
203.0000	-0.230614	-0.390591	-0.315651	-0.322598	-0.234631	-0.356924	-0.323524	-0.374010	-0.244085	-0.283741	-0.339453	-0.395630	-0.303040	-0.386239	-0.230149	-0.315665	-0.321986	-0.250447	-0.281945	-0.246446	-0.225747	-0.256087	-0.325494	-0.322334	-0.235483	-0.334180	-0.333213	-0.312698	-0.224665	-0.316134	-0.275851	-0.288541	-0.342181	-0.233779	-0.305826	-0.251534	-0.290177	-0.267180	-0.358202	-0.370773	-0.320249	-0.231420	-0.215992	-0.259702	-0.293993	-0.418512	-0.274175	-0.301702	-0.349097	-0.209968
204.0000	-0.225250	-0.387283	-0.308298	-0.307668	-0.185716	-0.303910	-0.320206	-0.389730	-0.232526	-0.263033	-0.320694	-0.387864	-0.293209	-0.370868	-0.245811	-0.312706	-0.342567	-0.254561	-0.268000	-0.247089	-0.191849	-0.234941	-0.307254	-0.297647	-0.197213	-0.332087	-0.332468	-0.310650	-0.231332	-0.337439	-0.288101	-0.307125	-0.344622	-0.200746	-0.296425	-0.220364	-0.261078	-0.267677	-0.390891	-0.345866	-0.354233	-0.234234	-0.225335	-0.241448	-0.302323	-0.419835	-0.241003	-0.304176	-0.352395	-0.251284
205.0000	-0.220860	-0.378356	-0.301305	-0.291049	-0.152607	-0.250799	-0.319233	-0.379173	-0.224054	-0.236752	-0.299216	-0.374001	-0.272271	-0.342997	-0.276426	-0.306060	-0.355620	-0.266213	-0.264237	-0.255124	-0.175944	-0.210598	-0.286200	-0.278216	-0.178305	-0.333651	-0.334116	-0.312119	-0.242613	-0.347512	-0.308039	-0.322816	-0.344001	-0.188259	-0.280809	-0.210900	-0.227374	-0.277037	-0.409536	-0.307113	-0.376684	-0.249668	-0.245822	-0.238097	-0.313690	-0.405604	-0.214519	-0.319120	-0.349565	-0.299944
206.0000	-0.215274	-0.363587	-0.297354	-0.279416	-0.145248	-0.206758	-0.321657	-0.346395	-0.224068	-0.210108	-0.275755	-0.357007	-0.244960	-0.301575	-0.308809	-0.302687	-0.362045	-0.281178	-0.272382	-0.270678	-0.180020	-0.189732	-0.266167	-0.263510	-0.183113	-0.337607	-0.336396	-0.313332	-0.251640	-0.350183	-0.334572	-0.334914	-0.341160	-0.194888	-0.267832	-0.226950	-0.192786	-0.290568	-0.411255	-0.262928	-0.382869	-0.272037	-0.276656	-0.252157	-0.328460	-0.373338	-0.199012	-0.345520	-0.340869	-0.341502
207.0000	-0.206665	-0.343422	-0.298579	-0.277286	-0.163946	-0.178887	-0.326391	-0.301911	-0.233037	-0.187844	-0.254721	-0.340169	-0.221603	-0.252149	-0.332722	-0.309967	-0.361097	-0.293353	-0.289140	-0.292011	-0.200715	-0.179458	-0.249776	-0.251822	-0.201613	-0.339691	-0.336698	-0.310675	-0.253293	-0.350838	-0.362979	-0.341080	-0.336793	-0.215059	-0.265094	-0.261195	-0.165833	-0.303673	-0.397214	-0.224154	-0.373741	-0.293061	-0.312889	-0.280990	-0.342474	-0.324951	-0.194493	-0.378403	-0.328818	-0.365802
208.0000	-0.194466	-0.321325	-0.306000	-0.283596	-0.202722	-0.172028	-0.330197	-0.258097	-0.245037	-0.172725	-0.241811	-0.325872	-0.211135	-0.204636	-0.344907	-0.331135	-0.351406	-0.298274	-0.307231	-0.314576	-0.230452	-0.185739	-0.238742	-0.242805	-0.217305	-0.334108	-0.331817	-0.302667	-0.248689	-0.351777	-0.386541	-0.335803	-0.331887	-0.240392	-0.276394	-0.300474	-0.154865	-0.312930	-0.371355	-0.199687	-0.355751	-0.303905	-0.347403	-0.317119	-0.350583	-0.269572	-0.198155	-0.411177	-0.313538	-0.371104
209.0000	-0.180469	-0.303661	-0.318296	-0.293005	-0.251063	-0.185235	-0.328665	-0.222539	-0.250874	-0.165748	-0.239221	-0.315673	-0.215528	-0.169271	-0.347240	-0.362262	-0.333728	-0.298674	-0.318804	-0.331632	-0.259555	-0.209316	-0.234620	-0.236369	-0.220967	-0.317195	-0.318441	-0.289898	-0.245079	-0.351697	-0.400665	-0.313757	-0.328730	-0.262750	-0.301088	-0.334991	-0.164424	-0.316456	-0.339713	-0.192922	-0.337247	-0.300585	-0.375658	-0.350283	-0.349632	-0.221170	-0.206136	-0.438168	-0.292302	-0.361682
210.0000	-0.169162	-0.296260	-0.331722	-0.299128	-0.297759	-0.210196	-0.317941	-0.195947	-0.243743	-0.166329	-0.244183	-0.310587	-0.229940	-0.151578	-0.343500	-0.394378	-0.311962	-0.302359	-0.319661	-0.336632	-0.279900	-0.243273	-0.238221	-0.233536	-0.217197	-0.290180	-0.294171	-0.273552	-0.250781	-0.346248	-0.404888	-0.275467	-0.331108	-0.277931	-0.333729	-0.361652	-0.194799	-0.313862	-0.307927	-0.200819	-0.323970	-0.289349	-0.397018	-0.372200	-0.337735	-0.190670	-0.215133	-0.454486	-0.265613	-0.344263
211.0000	-0.165894	-0.301988	-0.340428	-0.297118	-0.335777	-0.236628	-0.296609	-0.175687	-0.223140	-0.172315	-0.250791	-0.310676	-0.245571	-0.150714	-0.337797	-0.418424	-0.290812	-0.314213	-0.311306	-0.326615	-0.288155	-0.276859	-0.248754	-0.237336	-0.218454	-0.257873	-0.259859	-0.255213	-0.270708	-0.330391	-0.401442	-0.230616	-0.340972	-0.286421	-0.364762	-0.380804	-0.240256	-0.305737	-0.280167	-0.215392	-0.318075	-0.282090	-0.411574	-0.379717	-0.314325	-0.180915	-0.223119	-0.456423	-0.238691	-0.325661
212.0000	-0.174001	-0.319862	-0.337493	-0.285583	-0.362607	-0.256734	-0.267447	-0.160067	-0.194922	-0.180237	-0.252331	-0.314513	-0.253856	-0.162629	-0.333018	-0.427909	-0.272594	-0.334751	-0.300103	-0.304695	-0.286194	-0.302052	-0.264535	-0.251047	-0.233379	-0.225806	-0.222024	-0.237584	-0.303759	-0.303501	-0.392880	-0.194065	-0.355479	-0.290814	-0.384436	-0.392376	-0.287078	-0.293083	-0.259722	-0.227585	-0.319602	-0.284672	-0.417126	-0.373956	-0.282589	-0.188174	-0.229092	-0.443126	-0.215838	-0.310959
213.0000	-0.193762	-0.344398	-0.318404	-0.267888	-0.378010	-0.263813	-0.237680	-0.149946	-0.167858	-0.185884	-0.244366	-0.319147	-0.251306	-0.183401	-0.329781	-0.419008	-0.256660	-0.364065	-0.293590	-0.279428	-0.278607	-0.316035	-0.283175	-0.275602	-0.260193	-0.199623	-0.191409	-0.224098	-0.341628	-0.271501	-0.380548	-0.176876	-0.369874	-0.293184	-0.387454	-0.393891	-0.318391	-0.277884	-0.248448	-0.231957	-0.327657	-0.293799	-0.409856	-0.358916	-0.251222	-0.206823	-0.233291	-0.417656	-0.198986	-0.301687
214.0000	-0.222309	-0.367698	-0.284839	-0.251290	-0.382402	-0.252101	-0.215835	-0.147534	-0.149212	-0.186021	-0.227042	-0.320941	-0.241499	-0.209719	-0.327600	-0.390686	-0.241652	-0.399754	-0.295903	-0.259695	-0.269726	-0.319659	-0.301455	-0.307138	-0.289895	-0.184540	-0.177692	-0.217356	-0.372305	-0.242957	-0.364237	-0.181006	-0.380836	-0.294185	-0.373588	-0.380421	-0.324626	-0.263880	-0.246102	-0.227987	-0.340445	-0.303210	-0.388245	-0.341179	-0.232327	-0.233261	-0.237213	-0.387299	-0.190703	-0.295612
215.0000	-0.253112	-0.383872	-0.243923	-0.242680	-0.375866	-0.220004	-0.207323	-0.154446	-0.142775	-0.180725	-0.204694	-0.317019	-0.231836	-0.238107	-0.326280	-0.346241	-0.227792	-0.431692	-0.306552	-0.248460	-0.261597	-0.315397	-0.317207	-0.335926	-0.313957	-0.182291	-0.185245	-0.217805	-0.387145	-0.224512	-0.343596	-0.200289	-0.385664	-0.293220	-0.345588	-0.347641	-0.308999	-0.255242	-0.250842	-0.218106	-0.354413	-0.308639	-0.355847	-0.327915	-0.236494	-0.266069	-0.242512	-0.361300	-0.192917	-0.289603
216.0000	-0.278050	-0.390926	-0.203428	-0.243991	-0.358122	-0.173094	-0.212711	-0.170376	-0.149301	-0.173941	-0.184474	-0.306511	-0.227949	-0.264694	-0.325482	-0.294928	-0.216980	-0.445011	-0.322178	-0.242213	-0.253919	-0.306030	-0.330105	-0.350264	-0.328809	-0.189610	-0.212205	-0.223639	-0.384508	-0.219609	-0.320418	-0.225027	-0.381390	-0.289083	-0.308592	-0.298101	-0.283500	-0.254166	-0.259952	-0.206176	-0.363913	-0.309141	-0.318800	-0.323102	-0.269053	-0.302258	-0.249897	-0.346511	-0.203956	-0.282463
217.0000	-0.292129	-0.389467	-0.169379	-0.252113	-0.330047	-0.124461	-0.228234	-0.192164	-0.167651	-0.171705	-0.173806	-0.290929	-0.230065	-0.285278	-0.323987	-0.248866	-0.211134	-0.429622	-0.337875	-0.236196	-0.246525	-0.294337	-0.338519	-0.344182	-0.336180	-0.201448	-0.251885	-0.231826	-0.368774	-0.227678	-0.298066	-0.247455	-0.365758	-0.280968	-0.269740	-0.245786	-0.260739	-0.259857	-0.270639	-0.196627	-0.362888	-0.305483	-0.280881	-0.325449	-0.327297	-0.333584	-0.258529	-0.345484	-0.220072	-0.274824
218.0000	-0.295567	-0.380974	-0.147640	-0.262378	-0.295635	-0.089159	-0.246932	-0.213960	-0.195310	-0.179292	-0.175928	-0.273025	-0.232487	-0.295875	-0.320383	-0.216137	-0.210836	-0.386201	-0.348693	-0.228876	-0.240992	-0.282933	-0.337808	-0.321700	-0.340981	-0.214992	-0.295865	-0.239536	-0.347919	-0.242726	-0.278412	-0.264353	-0.338943	-0.269246	-0.235712	-0.211241	-0.248110	-0.269030	-0.280761	-0.193039	-0.347901	-0.297488	-0.242606	-0.329276	-0.398312	-0.348262	-0.266120	-0.357566	-0.239092	-0.268318
219.0000	-0.292175	-0.366239	-0.144177	-0.271039	-0.261309	-0.075002	-0.261372	-0.229768	-0.226982	-0.197921	-0.187865	-0.254496	-0.227446	-0.294138	-0.314000	-0.198269	-0.214979	-0.325257	-0.352033	-0.222469	-0.239172	-0.273473	-0.324698	-0.294047	-0.346800	-0.230477	-0.337170	-0.244929	-0.329944	-0.255974	-0.261131	-0.275745	-0.304823	-0.255098	-0.210327	-0.209222	-0.247579	-0.277194	-0.288523	-0.197253	-0.320962	-0.285124	-0.205138	-0.327392	-0.463003	-0.337525	-0.270947	-0.379871	-0.261551	-0.265492
220.0000	-0.287126	-0.344245	-0.162129	-0.275811	-0.232365	-0.078705	-0.267194	-0.236851	-0.253034	-0.222888	-0.203678	-0.234869	-0.212867	-0.279951	-0.304495	-0.193397	-0.220781	-0.262219	-0.348373	-0.221047	-0.241904	-0.266437	-0.300686	-0.273052	-0.352572	-0.249544	-0.371301	-0.246902	-0.319480	-0.262069	-0.244999	-0.282487	-0.269487	-0.239626	-0.194215	-0.239744	-0.258454	-0.280057	-0.291539	-0.209522	-0.290493	-0.270919	-0.174256	-0.314828	-0.505805	-0.300752	-0.274484	-0.407235	-0.288632	-0.268975
221.0000	-0.284502	-0.313171	-0.198253	-0.275829	-0.210865	-0.090526	-0.264715	-0.236431	-0.262663	-0.246049	-0.218834	-0.213149	-0.196399	-0.254611	-0.291175	-0.199709	-0.224224	-0.211538	-0.340121	-0.227716	-0.249656	-0.261838	-0.268691	-0.265002	-0.353870	-0.273165	-0.395328	-0.244509	-0.317349	-0.262125	-0.228628	-0.285137	-0.237910	-0.224299	-0.186032	-0.287716	-0.277271	-0.275699	-0.287045	-0.228806	-0.267246	-0.258621	-0.159286	-0.292044	-0.520163	-0.246757	-0.280498	-0.432356	-0.318726	-0.280106
222.0000	-0.285014	-0.273432	-0.241565	-0.271504	-0.196604	-0.101559	-0.258676	-0.231371	-0.251527	-0.261096	-0.231594	-0.190206	-0.189395	-0.221455	-0.273712	-0.215937	-0.222257	-0.182215	-0.330451	-0.241480	-0.262870	-0.259499	-0.230300	-0.267490	-0.345719	-0.300291	-0.406881	-0.236968	-0.322159	-0.261981	-0.211785	-0.284349	-0.213476	-0.211993	-0.184027	-0.331304	-0.296958	-0.266838	-0.273745	-0.253333	-0.256591	-0.251221	-0.166953	-0.265965	-0.506997	-0.192224	-0.291278	-0.446894	-0.345376	-0.297800
223.0000	-0.287050	-0.229887	-0.277896	-0.264604	-0.188496	-0.107646	-0.257164	-0.224080	-0.226270	-0.266746	-0.242270	-0.169671	-0.197001	-0.187545	-0.253737	-0.238827	-0.215846	-0.176295	-0.322033	-0.256143	-0.280770	-0.258750	-0.188341	-0.271251	-0.324188	-0.327412	-0.404082	-0.224147	-0.331426	-0.268748	-0.196910	-0.282144	-0.200186	-0.205510	-0.187225	-0.354252	-0.310684	-0.258909	-0.254234	-0.281362	-0.254952	-0.251527	-0.196834	-0.246382	-0.471994	-0.156480	-0.305710	-0.443797	-0.359455	-0.317754
224.0000	-0.289705	-0.190309	-0.298480	-0.258178	-0.185258	-0.109473	-0.268416	-0.216117	-0.200508	-0.266357	-0.251667	-0.157602	-0.215030	-0.161544	-0.235800	-0.262379	-0.209553	-0.189553	-0.316213	-0.264392	-0.300136	-0.257926	-0.148954	-0.266397	-0.288462	-0.348894	-0.386543	-0.206868	-0.341607	-0.286639	-0.188379	-0.282715	-0.202600	-0.205070	-0.195390	-0.352038	-0.315717	-0.255082	-0.236086	-0.310293	-0.253566	-0.262217	-0.241765	-0.238843	-0.423213	-0.153756	-0.319555	-0.420762	-0.354065	-0.333850
225.0000	-0.292661	-0.161010	-0.304300	-0.254769	-0.185861	-0.111225	-0.296070	-0.208553	-0.186082	-0.264914	-0.259307	-0.159552	-0.234844	-0.148649	-0.226365	-0.281667	-0.207524	-0.212987	-0.313397	-0.263890	-0.316484	-0.254355	-0.119109	-0.248824	-0.243408	-0.358327	-0.356577	-0.187407	-0.347990	-0.312691	-0.189371	-0.290646	-0.222347	-0.209360	-0.207537	-0.330067	-0.312635	-0.255021	-0.228779	-0.334762	-0.244925	-0.282837	-0.290563	-0.240589	-0.367032	-0.186838	-0.327080	-0.382117	-0.327807	-0.341654
226.0000	-0.294609	-0.143917	-0.303759	-0.254122	-0.189214	-0.118468	-0.336198	-0.202763	-0.187423	-0.265687	-0.262986	-0.175889	-0.249595	-0.148501	-0.230753	-0.295387	-0.210542	-0.235595	-0.313193	-0.257894	-0.326892	-0.246155	-0.103158	-0.222791	-0.199135	-0.350751	-0.319591	-0.170986	-0.346414	-0.335524	-0.198774	-0.307226	-0.255174	-0.217392	-0.221109	-0.298887	-0.303155	-0.257267	-0.237233	-0.348110	-0.226884	-0.307901	-0.332010	-0.243760	-0.305618	-0.245086	-0.324155	-0.335275	-0.285544	-0.340631
227.0000	-0.293784	-0.137336	-0.306483	-0.253456	-0.193674	-0.135614	-0.377676	-0.200665	-0.201501	-0.269801	-0.259834	-0.201164	-0.256601	-0.156489	-0.250061	-0.303630	-0.215392	-0.248350	-0.314282	-0.250821	-0.330960	-0.233837	-0.102557	-0.197874	-0.166232	-0.325668	-0.283007	-0.165971	-0.336154	-0.341059	-0.211239	-0.328622	-0.291581	-0.226978	-0.233005	-0.268073	-0.288636	-0.260600	-0.257992	-0.347466	-0.202953	-0.330466	-0.359011	-0.242599	-0.239512	-0.308878	-0.309633	-0.284886	-0.237203	-0.334145
228.0000	-0.288026	-0.138299	-0.316818	-0.248885	-0.197969	-0.164464	-0.406434	-0.203054	-0.221030	-0.277202	-0.247612	-0.227572	-0.256571	-0.165717	-0.279172	-0.305380	-0.216227	-0.246633	-0.315395	-0.245234	-0.329832	-0.218678	-0.117312	-0.182792	-0.150659	-0.288856	-0.253317	-0.178454	-0.320111	-0.322926	-0.220527	-0.347059	-0.320462	-0.233868	-0.240697	-0.242122	-0.269230	-0.264354	-0.281408	-0.336395	-0.179513	-0.346568	-0.369502	-0.237441	-0.171897	-0.358839	-0.284228	-0.232434	-0.194481	-0.328424
229.0000	-0.275126	-0.145009	-0.332401	-0.237038	-0.202213	-0.203114	-0.411824	-0.208627	-0.238061	-0.286120	-0.225690	-0.248561	-0.252998	-0.169675	-0.306647	-0.298526	-0.209047	-0.230450	-0.315923	-0.241669	-0.325764	-0.200234	-0.146138	-0.181809	-0.152022	-0.249560	-0.233030	-0.204900	-0.302074	-0.287984	-0.222746	-0.353773	-0.334854	-0.234232	-0.242484	-0.222081	-0.244821	-0.268682	-0.296630	-0.321890	-0.162166	-0.355255	-0.365135	-0.232235	-0.110471	-0.383792	-0.250536	-0.181263	-0.166523	-0.330119
